id,isim,mahalle,enlem,boylam,oda_tipi,fiyat,yorum_sayisi
4826,The Place,Uskudar,41.0565,29.05367,Entire home/apt,720,1
20815,The Bosphorus from The Comfy Hill,Besiktas,41.06984,29.04545,Entire home/apt,816,41
27271,LOVELY APT. IN PERFECT LOCATION,Beyoglu,41.03254,28.98153,Entire home/apt,233,13
28277,Duplex Apartment with Terrace,Sisli,41.04471,28.98567,Hotel room,761,0
28318,Cosy home overlooking Bosphorus,Sariyer,41.09048,29.05559,Entire home/apt,823,0
29241,"↪ Istanbul, Your second house ",Beyoglu,41.04844,28.95254,Private room,343,0
30697,nice home in popular area,Beyoglu,41.0335,28.97626,Private room,768,1
33368,Deluxe double bedroom @ Nisantasi,Sisli,41.05382,28.99739,Private room,384,1
34925,A room in galata beyoglu,Beyoglu,41.02704,28.97588,Private room,473,0
35580,Sea View terrace  House,Beyoglu,41.03658,28.97213,Entire home/apt,459,38
35938,Cosy Room in Istanbul Center,Besiktas,41.04902,28.99829,Private room,514,0
41753,Örücü Palace / Princess Apartment,Beyoglu,41.02725,28.97718,Entire home/apt,453,46
44421,Beautiful Studio With A View,Beyoglu,41.03089,28.98054,Private room,926,86
44429,"COZY, CENTRAL, LOVELY&CHECK OUT THE BATHROOM!*",Beyoglu,41.03082,28.97958,Entire home/apt,322,22
47264,Kurucesme stunning seaview peacfull Flat,Besiktas,41.06464,29.0358,Entire home/apt,514,9
47377,Double Room in Taksim,Beyoglu,41.03467,28.98902,Private room,343,0
48346,Charming Apartment in Kuzguncuk,Uskudar,41.03485,29.03155,Entire home/apt,459,12
49955,A room with a view of Bosphorous.,Fatih,41.01717,28.96325,Private room,384,0
52828,Prince(Garden Apart),Beyoglu,41.02752,28.97858,Entire home/apt,453,27
58441,Private  studio bestlocation@Taksim,Beyoglu,41.0385,28.98189,Entire home/apt,233,16
60923,1+1 Closed to Taksim Square,Sisli,41.04693,28.98002,Entire home/apt,240,0
62172,Central Location Taksim/Cihangir ,Beyoglu,41.03442,28.98561,Private room,617,0
62817,Quiet room in central apartment,Beyoglu,41.03638,28.9909,Private room,302,74
77190,flat with garden'n' terrace taksim,Beyoglu,41.03343,28.99057,Entire home/apt,212,33
77292,Gümüşsuyu Apartment,Beyoglu,41.03656,28.98873,Entire home/apt,768,0
87024,Nisantasi Studio Apartment,Sisli,41.05018,28.99015,Entire home/apt,1070,0
88949,Wonderful room with Historical View,Beyoglu,41.03326,28.97876,Private room,206,86
97800,Bosphorus Views,Beyoglu,41.02945,28.97404,Entire home/apt,501,0
101397,❛Cozy • Clean • Central • Room❜,Beyoglu,41.03082,28.98053,Private room,117,68
108164,Kurucesme design amazing seaview  forest room,Besiktas,41.06341,29.0364,Private room,137,6
108537,Cihangir Connection,Beyoglu,41.03103,28.984,Entire home/apt,343,3
114786,Blue Mosque View in Sultanahmet,Fatih,41.0063,28.97916,Entire home/apt,686,75
124137,Beautiful Artist's home staycation,Beyoglu,41.03277,28.98822,Entire home/apt,425,18
124147,"Beautiful room in an Artist's home, staycation",Beyoglu,41.03249,28.99102,Private room,206,171
127912,"View, Kid-friendly, Central @Taksim",Beyoglu,41.03625,28.99129,Entire home/apt,377,28
130225,Room in a modern home.,Kadikoy,40.97618,29.04442,Private room,343,1
130231,Flat with super Golden Horn view,Beyoglu,41.03398,28.97297,Entire home/apt,542,26
133148,Eveything you need - as you wish,Kagithane,41.06496,28.95651,Entire home/apt,1028,0
135956,Single private room in shared flat,Beyoglu,41.02893,28.9779,Private room,89,27
136818,warm family place ..,Kadikoy,40.98242,29.05151,Private room,446,0
138394,Entire Flat at Cihangir/Taksim,Beyoglu,41.03282,28.98537,Entire home/apt,823,0
139351,flat in galata 150sqm fantastic vue,Beyoglu,41.02543,28.97535,Entire home/apt,521,36
139804,Entire house in central Kadikoy,Kadikoy,40.98373,29.02865,Entire home/apt,343,8
140269,Penthouse in Taxim -with 2 bedrooms,Beyoglu,41.03577,28.9773,Entire home/apt,384,129
140952,(-55%)28nts in may 300€:Best LocationDuplex@Taksim,Beyoglu,41.03895,28.98387,Entire home/apt,343,8
146854,Beautiful & Super Deluxe Flat,Sisli,41.04753,28.9803,Private room,411,0
158461,Friendly Family Home,Adalar,40.87171,29.1291,Private room,686,0
158618,King Suite Studio  Near Taksim Square,Beyoglu,41.03767,28.98219,Private room,425,0
160809,"""Homeinİstanbul"" wGreat Location",Beyoglu,41.03224,28.98714,Entire home/apt,274,13
162180,Nice flat in historical Galata ,Beyoglu,41.02622,28.97488,Entire home/apt,960,1
163785,Fully furnished bosphorus view,Sariyer,41.16308,29.03753,Private room,891,0
164216,Ottoman Flat 2BR @Taksim Square,Beyoglu,41.03614,28.98163,Entire home/apt,686,36
166265,Apartment in the Heart of the City1,Beyoglu,41.03919,28.98266,Entire home/apt,302,146
168404,Charming Apt City Center Taksim,Beyoglu,41.03293,28.98853,Entire home/apt,761,135
169106,Kiptas Seyrantepe Residence Flat,Maltepe,40.9476,29.16943,Entire home/apt,788,0
170150,Lovely Gardened House 10 minutes walking to metro,Uskudar,41.01694,29.06929,Entire home/apt,343,84
171593,Nice historical apartment in Galata,Beyoglu,41.0278,28.97696,Entire home/apt,1028,3
175766,at the center of İstanbul..,Sisli,41.07005,28.98561,Private room,206,0
178868,"Bright Room, Great Location...",Beyoglu,41.03237,28.9869,Private room,151,38
191058,Private room with balcony in shared flat,Beyoglu,41.02842,28.9779,Private room,117,25
191069,Single private room in shared flat (Middle room),Beyoglu,41.02997,28.97612,Private room,89,26
197991,Nice room with balcony,Uskudar,41.0164,29.01527,Private room,185,0
199068,"Luxurious, specially designed...!",Esenyurt,41.02719,28.68328,Private room,651,0
199411,08JAN-29MAR/WINTER SUPER DISCOUNT,Beyoglu,41.0297,28.97583,Entire home/apt,411,99
204518,Lovely and Cozy Flat at Cihangir ,Beyoglu,41.03023,28.98182,Entire home/apt,267,2
207933,GORGEOUS BOSPHORUS VIEW! COMFY ROOM,Beyoglu,41.03506,28.99193,Private room,267,10
210496,6-Cabin Yacht with A/C,Beykoz,41.0787,29.08596,Private room,2935,0
213816,Stay near Bagdat Avenue - 3BR apt,Kadikoy,40.97543,29.06553,Entire home/apt,651,14
214188,decent quality/price balance in Ist,Fatih,41.019,28.92851,Private room,117,40
214190,Best location - Orange,Beyoglu,41.02918,28.98331,Private room,151,52
220131,Charming Delightful Studio@Centre 4,Beyoglu,41.02874,28.9766,Entire home/apt,171,83
220149,Sultan,Beyoglu,41.02845,28.97892,Entire home/apt,446,9
222535,Cozy apartment in Kuzguncuk,Uskudar,41.03382,29.03173,Entire home/apt,309,26
224612,My nice flat in Nisantasi/ ,Sisli,41.05585,28.99103,Private room,309,0
224910,The Heart of Istanbul,Basaksehir,41.10619,28.73866,Entire home/apt,768,0
226255,Harem,Beyoglu,41.02865,28.97919,Entire home/apt,453,10
227513,Exclusive Apart with Kitchenette,Fatih,41.0029,28.97787,Private room,343,60
229498,Cozy studio apartment in Cihangir,Beyoglu,41.03077,28.98118,Entire home/apt,466,114
231869,Nice and Clean Lovely Room Cihangir,Beyoglu,41.03073,28.98167,Private room,308,1
237993,Cozy Room in the Heart of Kadıköy,Kadikoy,40.98598,29.02667,Private room,117,11
237994,Comfy Furnished Room in a Cozy Home,Kadikoy,40.98627,29.02542,Private room,137,1
238904,2  PRIVATE ROOMS IN SULTANAHMET ,Fatih,41.0068,28.97874,Private room,446,0
241516,FLAT WITH HISTORICAL VIEW,Kadikoy,40.98441,29.02177,Entire home/apt,411,23
244604,FULL EQUIPPED FLAT IN OLD ISTANBUL,Fatih,41.01309,28.94331,Private room,576,0
247874,"Istiklal Avenue,Sadri alisik street",Beyoglu,41.03433,28.98221,Entire home/apt,75,155
251414,"Apartment in Montmartre, Paris",Beyoglu,41.03203,28.98564,Entire home/apt,384,1
253055,CIHANGIR | Stunning Bosphorus View!,Beyoglu,41.03297,28.98488,Entire home/apt,1035,65
253859,A boutique experience in Istanbul ,Beyoglu,41.03324,28.9811,Private room,693,0
254664,Sur la place de la tour de Galata,Beyoglu,41.02437,28.9748,Entire home/apt,768,0
256825,BLUE Mosque walking&Grand pazar مشي لكل مكان,Fatih,41.01106,28.94568,Private room,96,300
256838,"Down town,walk to everywhereوسط اسطنبول يوسف باشا",Fatih,41.01232,28.94706,Private room,96,14
257284,Eco friendly and cosy garden apt - Prime Location!,Beyoglu,41.03136,28.98635,Entire home/apt,555,2
259206,Cosy Flat at the Center of ISTANBUL,Sisli,41.0613,28.99495,Entire home/apt,343,31
260378,Bright and characterful in Galata!,Beyoglu,41.02625,28.97276,Entire home/apt,1152,89
265297,"Sunny Flat for Room Price, Taksim",Sisli,41.045,28.9863,Entire home/apt,343,2
265772,Furnished Flats & Historical Room,Sisli,41.05458,28.98672,Private room,274,0
270561,"Room minuet 2TRAM Street,Yusufpasha اتفضلوااهلاًبكم",Fatih,41.01077,28.94512,Private room,96,152
270883,only 10 minutes to Sultanahmet,Fatih,41.0248,28.94738,Entire home/apt,384,0
271439,Charming Delightful Studio@Centre 3,Beyoglu,41.02669,28.97594,Entire home/apt,213,143
274454,"Galateia Apartments,1 BR up to 4",Beyoglu,41.02961,28.97643,Entire home/apt,1310,0
276621,Girls Sharing room غرفة للبنات  TRAM STREET,Fatih,41.01143,28.94603,Shared room,69,79
277581,Standard Suites,Kadikoy,40.99259,29.02534,Entire home/apt,295,28
277589,Spacious Family Apt in Kadiköy,Kadikoy,40.99462,29.02552,Entire home/apt,501,8
277592,1+1 65m2 Deluxe Suitler,Kadikoy,40.99295,29.02656,Entire home/apt,343,46
280227,Asian Side Apartment with SEA VIEW,Kadikoy,40.97555,29.0431,Entire home/apt,679,0
280776,Terrace Bosphorus Sea View Taksim,Beyoglu,41.03392,28.98927,Entire home/apt,1227,261
282117,"cozy quite home, in the center ",Beyoglu,41.03207,28.98052,Entire home/apt,576,0
282148,"Furnished luxury apartment, Galata",Beyoglu,41.02485,28.97338,Entire home/apt,768,64
282266,Design chic serviced apt in Galata.,Beyoglu,41.02485,28.97338,Entire home/apt,768,33
282289,Modern serviced flat in Galata,Beyoglu,41.02485,28.97338,Entire home/apt,768,165
282295,Modern chic serviced apt in Galata,Beyoglu,41.02485,28.97338,Entire home/apt,768,66
282658,Charming Delightful Room@Centre,Beyoglu,41.02922,28.97593,Private room,103,8
282881,"top location,bright & cozy 2bdr apt",Beyoglu,41.02841,28.97202,Entire home/apt,768,57
287982,Lovely Room at the heart of İSTANBL,Sisli,41.06208,28.99426,Private room,137,10
287983,CENTRAL&SAFETY Location Bright Room,Sisli,41.06202,28.99549,Private room,137,58
293754,2 bedr apart 5 mins from Airport ,Bahcelievler,40.99144,28.84474,Entire home/apt,686,4
294981,Cozy Furnished Flat in Residence,Sisli,41.05783,28.99253,Private room,384,0
297040,"Galateia  Bosphorus, 1BR w Terrace",Beyoglu,41.02954,28.97551,Entire home/apt,1536,0
298136,Sanctuary of Peace,Adalar,40.871,29.1295,Entire home/apt,137,2
304011,Long Term Apt. Beyoglu/Center,Beyoglu,41.03537,28.97316,Entire home/apt,500,10
304029,Zero km to City Center -- Friendly ,Sisli,41.05382,28.99028,Private room,151,35
305801,Sweet Garden  House,Besiktas,41.05091,29.02262,Private room,110,1
308216,Exclusivity in Istanbul Bosphorus View,Beyoglu,41.03655,28.99017,Entire home/apt,926,3
309063,Exclusivity in Istanbul City View,Beyoglu,41.03789,28.99014,Entire home/apt,1536,1
310557,Studio apartment İstiklal Street,Beyoglu,41.03234,28.97472,Private room,692,0
315554,"Bosphorous View, Greenary, comfrtbl",Besiktas,41.08725,29.03729,Private room,322,0
316220,pvt Apt ◆ Anatolian Side of Istnbul,Uskudar,41.02544,29.03525,Entire home/apt,267,0
317428,Room for sublet IN TAKSIM/CIHANGIR,Beyoglu,41.03042,28.98457,Private room,192,0
318933,lovely home with sea view,Kadikoy,40.98447,29.02221,Entire home/apt,343,11
324576,Family  Apartment with Private Hammam,Fatih,41.00409,28.97903,Entire home/apt,1145,1
330043,İstanbul Beyoğlu Cihangir,Beyoglu,41.03323,28.98525,Private room,542,0
332070,Full Bosphorus sea&Istanbul view ,Uskudar,41.02971,29.01917,Private room,576,0
338403,120m2 private apart Taxim.,Sisli,41.04099,28.98675,Entire home/apt,377,7
338540,Walk to GRAND pazarيوسف باشا مشي لبيازيت,Fatih,41.01237,28.94659,Private room,110,62
341852,on Galata Roofs.  Super central istiklal avenue,Beyoglu,41.03383,28.98168,Entire home/apt,322,28
350818,Furnished Double BR with Breakfast,Beyoglu,41.03137,28.97318,Private room,843,0
351006,Full Bosphorus Sea View ◆ near Park,Uskudar,41.0309,29.01983,Private room,267,0
351790,in the city center,Sisli,41.07587,29.00994,Hotel room,274,2
355170,Modern Deluxe Studio Near to Taksim,Beyoglu,41.03788,28.98258,Private room,459,0
360053,Modern Flat 30m to Istiklal- Taksim,Beyoglu,41.0339,28.9826,Entire home/apt,459,0
362196,Apartment in the Heart of the City2,Beyoglu,41.03915,28.98273,Entire home/apt,247,99
362228,Studio in the Heart of the City 1,Beyoglu,41.03911,28.98266,Entire home/apt,254,147
364077,A single room in Istanbul - Kadikoy,Kadikoy,40.99407,29.03697,Private room,267,0
374837,Charming Delightful Studio@Centre 2,Beyoglu,41.02752,28.97705,Entire home/apt,240,126
378120,"Invitation to Travel: Luxury, Quiet",Beyoglu,41.03499,28.97238,Entire home/apt,733,11
378383,Historic mansion center of Buyukada,Adalar,40.87361,29.13289,Entire home/apt,734,25
380072,"truly unique accommodation,Istanbul",Besiktas,41.0555,28.99978,Private room,1152,0
385296,"Lot's of Light, Lot's of Green!",Sariyer,41.08679,29.05244,Private room,144,10
391645,"Bright flat, great view! Kadikoy",Kadikoy,40.99609,29.0278,Entire home/apt,500,72
398075,Charming Delightful Studio@Centre 1,Beyoglu,41.02728,28.97705,Entire home/apt,192,67
401359,Central Apt. in Popular Nisantaşı,Sisli,41.0493,28.99618,Private room,377,6
408294,Istanbul Postcard View (Asian Side),Uskudar,41.01502,29.01303,Entire home/apt,514,22
412766,CasaLoBueno#1 Splendid Galata Tower,Beyoglu,41.0295,28.97351,Entire home/apt,837,70
422001,Cozy Room ANGORA - Single @ Kaboom Guest House,Beyoglu,41.03519,28.97177,Private room,144,8
422065,Cute apartment in center of Beyoglu,Beyoglu,41.03255,28.98032,Entire home/apt,384,95
422071,Cozy Flat 1BR @Taksim Square,Beyoglu,41.03666,28.98093,Entire home/apt,309,63
423667,FURNISHED TRIPLEX TAKSIM.LANDLORD,Beyoglu,41.0292,28.98104,Entire home/apt,411,61
423764,2+1 istiklal street/taksim central,Beyoglu,41.03174,28.97717,Entire home/apt,658,20
423833,Rooms for rent in Nişantaşı Şişli,Sisli,41.05485,28.99202,Private room,309,1
428901,"Minutes walk to center, 2 BDRM Apt",Beyoglu,41.03749,28.97505,Entire home/apt,206,40
429200,Pasha,Beyoglu,41.02871,28.97935,Entire home/apt,453,1
429475,SALE !!!City 1 bed Luxury Residence,Sisli,41.06024,28.99147,Entire home/apt,384,22
445208,fairly furnished flat @ city center,Sisli,41.05274,28.99108,Entire home/apt,432,20
447142,Ottoman istanbul..Yusufpasha Tram ترام يوسف باشا,Fatih,41.01263,28.94498,Private room,110,23
453816,Room in Central Istanbul / Cihangir,Beyoglu,41.03044,28.98298,Private room,192,18
469638,Near the bosphorus,Besiktas,41.06782,29.04236,Private room,274,26
469811,"Couple friendly, Cute Roof w terrace in Beyoglu",Beyoglu,41.03102,28.97484,Entire home/apt,377,38
478289,ULTRA LUXE RESIDENCE WITH FREE SWIM.POOL ETC,Basaksehir,41.0718,28.67921,Entire home/apt,638,12
484153,"comfy room in Taksim, Istanbul",Sisli,41.04418,28.98344,Private room,82,3
493775,1+1 beşiktaş modern house,Besiktas,41.05716,29.0075,Entire home/apt,960,0
493912,3+1 istiklal street from landlord,Beyoglu,41.03509,28.98145,Entire home/apt,411,19
499401,"Fair, clean & comfy Apt - Beyoglu",Beyoglu,41.03185,28.97146,Entire home/apt,1152,9
507117,Duplex Penthouse Central Located,Sisli,41.05739,28.9955,Private room,151,2
511142,The best room for young people,Beyoglu,41.03404,28.98117,Private room,75,43
511597,Flats in Taksim 2 min. to square #2,Bagcilar,41.03183,28.84544,Entire home/apt,384,2
511807,decent price/quality balance in Ist,Fatih,41.01667,28.9303,Private room,75,9
516610,Nakkas Apart,Fatih,41.0056,28.9704,Entire home/apt,836,3
516720,Very central place-small room for 1,Sisli,41.06262,28.984,Private room,75,42
519364,"Elegant, bright, lovely sea views in Galata!",Beyoglu,41.02618,28.9761,Entire home/apt,1694,60
519468,"Cosy charm, fabulous terrace views in Galata!",Beyoglu,41.02496,28.97311,Entire home/apt,1844,88
520072,Room in Anatolian side of Istanbul,Kadikoy,40.98268,29.04714,Private room,103,0
520189,"Cosy with frescoes, terrace views in Galata!",Beyoglu,41.02815,28.97333,Entire home/apt,1152,87
520238,Stylish gem with amazing charm and nightlife buzz!,Beyoglu,41.03567,28.97792,Entire home/apt,693,166
522700,2 Bedrooms & Galata & Best Design,Beyoglu,41.02718,28.9742,Entire home/apt,761,94
529151,"135 sqm. at Galata Tower, Beyoğlu",Beyoglu,41.02747,28.97486,Entire home/apt,761,129
536465,Spacious room in 2br renovated flat,Beyoglu,41.03807,28.97582,Private room,137,16
536526,"A Lovely, Modern, 1bd Apt in Center",Beyoglu,41.03806,28.97582,Entire home/apt,267,53
537090,Great flat in central Istanbul,Beyoglu,41.03102,28.98196,Entire home/apt,528,11
538052,5 mın.bagdad str-30 mın.prınces isl,Kadikoy,40.98132,29.07824,Private room,446,0
538538,flat in a safe & quiet district,Kadikoy,41.00931,29.04331,Private room,206,0
538833,Very Central Room With Sea View,Beyoglu,41.03068,28.98372,Private room,377,47
541629,Apartment flat entrance - Beyoglu,Beyoglu,41.03008,28.97035,Entire home/apt,459,22
541989,Beautiful Triplex in City Center,Besiktas,41.07538,29.03549,Entire home/apt,617,13
542354,Nakkas Apart with Sea View,Fatih,41.00503,28.97058,Private room,926,0
546900,Very modern Apartment in Gayrettepe,Besiktas,41.0638,29.00437,Private room,1069,0
552337,Apartment for rent in Cihangir,Beyoglu,41.03289,28.98485,Entire home/apt,686,0
553222,Cozy room in 2br renovated flat,Beyoglu,41.03806,28.97581,Private room,137,22
555588,Historical Istanbul House @ Taksim,Sisli,41.04251,28.98788,Entire home/apt,315,293
556293,A duplex @ heart of shop & dine,Sisli,41.05352,28.99886,Entire home/apt,843,1
559714,Blue Suites by V Sultanahmet Deluxe,Fatih,41.00507,28.98081,Entire home/apt,926,9
565598,"Fully furnished penthouse, Beyoglu",Beyoglu,41.036,28.97583,Entire home/apt,171,85
568306,"Economic Apt @ Taksim SQ, Beyoglu",Beyoglu,41.0343,28.97999,Private room,343,0
569323,"cosy & comfy room, very central",Beyoglu,41.03533,28.98769,Private room,240,0
570021,Designer Penthouse in Trendy Bebek,Besiktas,41.08333,29.04047,Entire home/apt,1714,16
571088,simple&clean room with amazin view in galata,Beyoglu,41.02626,28.97673,Private room,192,16
572504,Bright room with balcony in 2b flat,Beyoglu,41.03806,28.97581,Private room,137,25
572569,Lively room in 2b renovated flat,Beyoglu,41.03806,28.97581,Private room,137,5
575482,"LARGE, SAFE & COMFORTABLE FLAT",Sisli,41.05606,28.9832,Entire home/apt,405,150
576358,comfortable and  central location,Beyoglu,41.03162,28.9715,Entire home/apt,768,23
576710,"CENTRAL PART OF ISTANBUL,TAXIM ",Sisli,41.04295,28.98281,Entire home/apt,206,56
581815, STUDiO FLAT /ERASMUS STUDENT (İST,Sisli,41.05019,28.98696,Entire home/apt,384,0
583129,double BR @ the heart of Cihangir,Beyoglu,41.02567,28.9751,Private room,459,0
583846,"spacious & cozy flat @ city center, flat No.3",Beyoglu,41.03951,28.98167,Entire home/apt,343,1
585043,amazing room with bosphorus view in galata,Beyoglu,41.02626,28.97673,Private room,192,11
588204,"room, quarto, camera in a nice town",Uskudar,41.0097,29.04734,Private room,267,0
591954,Cosy Double Room with Huge Terrace!,Besiktas,41.05193,29.00551,Private room,103,45
592063,Modern Parisian Apartment in Galata,Fatih,41.01989,28.95847,Private room,960,0
592336,Room in Kadikoy/Istanbul,Kadikoy,40.98628,29.03288,Private room,309,0
593890,Cihangir Centre - Large Room ,Beyoglu,41.03112,28.98395,Private room,192,0
597148,Flat and roomIN OLDCITY SULTANAHMET,Fatih,41.00419,28.97035,Private room,459,0
598415,Double room in Avenue Bagdat Apart,Kadikoy,40.97637,29.06653,Private room,267,7
599183,"Bosphorus View, Room in Pera Taksim",Beyoglu,41.0305,28.97325,Private room,48,5
602565,Student Flats Student Discounts,Kadikoy,40.99429,29.02797,Private room,69,4
607323,Blue Suites by V 1 Sultanahmet,Fatih,41.00685,28.98025,Hotel room,542,83
607344,Blue Suites by V 2 Sultanahmet,Fatih,41.00512,28.97901,Hotel room,542,37
608765,Spatious room in Rumeli Hisari,Sariyer,41.08665,29.04613,Private room,514,0
610111,Enjoy the sea view rooms & terrace,Fatih,40.99825,28.92964,Private room,398,0
610308,TAKSİM FLAT  FOR SHORT OR LONG TERM RENTİNG,Beyoglu,41.03626,28.97344,Entire home/apt,192,202
610530,City Centre Urban Flat,Sisli,41.06254,28.98454,Entire home/apt,123,21
610875,Full furnished flat in Beyoglu/IST,Beyoglu,41.03837,28.98309,Entire home/apt,679,0
612327,Designer-renovated Galata Tower Appartment,Beyoglu,41.02699,28.97475,Entire home/apt,542,201
612448,Pretty Room at Kadıköy Very Central,Kadikoy,40.99408,29.02736,Private room,96,16
614112,small house in outside of istanbul,Silivri,41.14007,28.31601,Private room,1063,0
617961,Historical Flat in Galata,Beyoglu,41.02574,28.97505,Private room,226,0
618156,"Sultanahmet-Istanbul, Adalar Suite",Fatih,41.00417,28.96604,Entire home/apt,267,56
620129,Unique Concept in the Old City,Fatih,41.00311,28.9807,Private room,1659,15
625555,BestLocation Private Studio @Taksim,Beyoglu,41.03757,28.98204,Entire home/apt,233,28
629373,*** Spacious FLAT with Sea View ***,Kadikoy,40.99607,29.02497,Entire home/apt,576,40
630494,Rooms with a Mystical Garden,Beyoglu,41.03196,28.9879,Shared room,384,0
630800,Cozy Flat in Cihangir - Prime Location !,Beyoglu,41.03161,28.98341,Entire home/apt,240,38
631211,a nice place close to city center,Fatih,41.00349,28.93031,Private room,206,0
632120,COSY PLACE AT ISTANBUL NISANTASI,Sisli,41.05324,28.99166,Entire home/apt,583,12
638542,Urban Bridge Loft - 3BR - 2BA - Galata,Beyoglu,41.02763,28.97595,Entire home/apt,384,187
644669,Apartment with nice bosphorus view,Beyoglu,41.0244,28.97595,Private room,384,0
645976,Beautiful Room in the City Centre!,Beyoglu,41.03291,28.97112,Private room,1152,7
646784,"Rooftop terrace, tower& water views",Beyoglu,41.02565,28.97398,Entire home/apt,926,66
647043,Comfortable full furnished and amazing view,Beylikduzu,40.98095,28.6788,Entire home/apt,309,0
649095,simple&clean apt w/ amazing view,Beyoglu,41.0257,28.97649,Entire home/apt,377,88
651039,"Quiet, spacious, with patio garden",Beyoglu,41.0304,28.98238,Entire home/apt,734,27
651276,"Cozy, high ceilings & marble floors",Beyoglu,41.03171,28.97994,Entire home/apt,459,9
652469,Cosy apartment in Istanbul,Kadikoy,40.9756,29.05965,Entire home/apt,446,8
652580,"Light, peaceful & high ceilings",Beyoglu,41.03116,28.98094,Entire home/apt,459,13
652610,"White, bright and airy!",Beyoglu,41.03207,28.98067,Entire home/apt,459,4
652635,Penthouse with panoramic views,Beyoglu,41.03234,28.98048,Entire home/apt,1076,12
659314,Historic Old City Studio Apt Balat1,Fatih,41.02919,28.94835,Entire home/apt,309,176
659354,Historic Old City Duplex Apt Balat3,Fatih,41.02952,28.94716,Entire home/apt,309,167
660813,YOUR HOME IN ISTANBUL,Umraniye,41.02731,29.08375,Private room,384,0
661206,In the center with a good price,Fatih,41.01966,28.92449,Private room,137,33
663291,Historic Old City Studio Apt Balat2,Fatih,41.02919,28.94835,Entire home/apt,309,175
663327,Historic Old City MiniDuplex Balat4,Fatih,41.02919,28.94835,Entire home/apt,233,202
668803,Chic Quatier Botanical Heaven ,Sisli,41.05093,29.00181,Entire home/apt,843,0
670454,"Cozy Room with Terrace, City View!",Besiktas,41.05167,29.00572,Private room,89,23
670658,Centrally Located Elegant Apartment,Beyoglu,41.03249,28.98687,Entire home/apt,651,19
674909,A Nice Flat with Bosphorus view,Uskudar,41.0243,29.01251,Private room,171,3
680374,FANCY 2 BDRM MACKA APT NEAR TAKSIM,Besiktas,41.04298,28.99915,Entire home/apt,480,74
683068,Weekly Monthly suits 5min. Taksim,Sisli,41.04995,28.98736,Private room,768,0
683885,Ender Guzey Museum ARThill Bodrum,Sariyer,41.22204,29.02467,Private room,398,0
684354,Modern and Clean Residence in Perfect Location,Bahcelievler,41.00468,28.81231,Entire home/apt,295,45
688345,Cozy apt in the heart of Cihangir,Beyoglu,41.03211,28.98401,Private room,384,1
691434,1 bedroom apartment in the center of Old Istanbul,Fatih,41.02981,28.94857,Entire home/apt,295,28
691572,Studio flat in Istanbul very good price,Fatih,41.02875,28.9481,Entire home/apt,192,32
691637,Luxury in space & full privacy,Fatih,41.00394,28.97978,Entire home/apt,1385,3
694026,Comfy Central Room in A Safe Area,Sisli,41.05356,28.97864,Private room,75,36
694664,EDEN | 1Bed with Garden in CIHANGIR,Beyoglu,41.03045,28.98389,Entire home/apt,384,25
695089,Great Value&Close to Metro Station!,Besiktas,41.07231,29.0241,Private room,384,10
699013,Villa Prinkipo mit Pool,Adalar,40.87039,29.12358,Entire home/apt,2462,0
700777,❦ Great location･Economic ･Clean ❦,Sisli,41.05462,28.99195,Entire home/apt,192,6
701899,"Artist's Studio, Central & Near Taksim",Sisli,41.0497,28.98836,Entire home/apt,336,176
703593,Perfect Located HOUSE Cihangir BEYOGLU,Beyoglu,41.03099,28.98272,Entire home/apt,247,324
708485,Beach sea sunbath in the black sea1,Sile,41.17059,29.63018,Private room,171,19
708882,LÜX_TEMİZ_HİJYENİK_DAİRE,Sisli,41.07533,28.99873,Entire home/apt,823,0
709065,dubleks evimin üst katı sizin ,Maltepe,40.94378,29.13958,Private room,384,0
709378,"Really Turkish Hospitality Mimaroba, Büyükçekmece",Besiktas,41.04236,29.00527,Private room,267,0
710715,CHOOSE THE NATURE TO REST,Sile,41.16284,29.58172,Private room,2743,0
710749,Tabiatla iç içe! Ulaşım çok kolay!,Cekmekoy,41.03261,29.17809,Private room,459,0
710984,FUAREV FLAT 84M2 CLOSED TO AIRPORT,Kucukcekmece,41.03494,28.77126,Entire home/apt,514,2
711143,FUAREV FLAT 84M2 in a LUX COMPLEX,Kucukcekmece,41.05591,28.78515,Entire home/apt,528,2
712110,get a roommate,Bagcilar,41.03003,28.84413,Shared room,542,0
713217,The Jewel of the Bosphorus,Uskudar,41.0428,29.04829,Private room,960,1
714419,Attic for 2adults+2kids in villa ,Sariyer,41.23412,29.00687,Private room,2057,0
717409,"PRIVATE ROOM,CENTRAL OF MECIDIYEKOY",Sisli,41.07186,29.00072,Entire home/apt,617,0
718628,Şık aydınlık site içinde daire,Sancaktepe,41.00618,29.20436,Entire home/apt,384,0
718917,Fancy Flat near Taksim Square (7),Beyoglu,41.03948,28.98233,Entire home/apt,233,304
719575,The room with Golden Horn view ,Fatih,41.03027,28.94943,Private room,151,0
720970,room at the center of istanbul,Besiktas,41.0475,29.00271,Private room,267,0
722615,BAKIRKÖY SAHİL SUİTES GÜVENCESİYLE,Bakirkoy,40.97522,28.87263,Entire home/apt,617,0
723680,1001 nights in Istanbul,Beyoglu,41.02951,28.98356,Entire home/apt,1152,4
724183,"Cosy Apartment, full Bosphorus view",Beyoglu,41.02998,28.98726,Entire home/apt,418,15
724307,Private Room in Safest Area,Besiktas,41.07444,29.02441,Private room,233,30
